origin,ground_truth,latency,hops
Mullvad,US,117.893,1.0
Mullvad,US,116.08,1.0
Mullvad,US,115.9545,1.0
Mullvad,US,115.42325,1.0
Mullvad,US,119.57675,1.25
Mullvad,US,119.0705,1.25
Mullvad,US,118.508,1.0
Mullvad,US,116.59175,1.0
Mullvad,US,117.0855,1.25
Mullvad,US,88.8525,1.0
Mullvad,US,89.7275,1.75
Mullvad,US,89.10425,2.0
Mullvad,US,87.0655,1.0
Mullvad,US,91.299,1.5
Mullvad,US,90.78625,1.0
Mullvad,US,91.358,1.0
Mullvad,US,91.8555,1.0
Mullvad,US,91.665,1.25
Mullvad,US,92.39525,1.0
Mullvad,US,90.729,1.0
Mullvad,US,91.27575,1.0
Mullvad,US,92.2235,1.0
Mullvad,US,110.28575,1.0
Mullvad,US,114.489,1.0
Mullvad,US,113.30175,1.5
Mullvad,US,87.436,1.0
Mullvad,US,90.2615,1.0
Mullvad,US,90.02975,1.0
Mullvad,US,88.735,1.25
Mullvad,US,92.00075,1.0
Mullvad,US,87.414,1.5
Mullvad,US,140.46,1.0
Mullvad,US,145.30175,1.0
Mullvad,US,144.4145,1.0
Mullvad,US,142.93275,1.25
Mullvad,US,142.98625,1.0
Mullvad,US,142.74775,1.0
Mullvad,US,143.1235,1.0
Mullvad,US,142.6975,1.0
Mullvad,US,96.088,2.0
Mullvad,US,97.51975,1.75
Mullvad,US,96.58,1.5
Mullvad,US,93.0835,1.0
Mullvad,US,94.42975,1.25
Mullvad,US,95.241,1.0
Mullvad,US,93.4375,1.0
Mullvad,US,93.8845,1.0
Mullvad,US,93.80575,1.0
Mullvad,US,94.33575,1.0
Mullvad,US,102.539,1.75
Mullvad,US,99.105,1.0
Mullvad,US,95.39525,1.0
Mullvad,US,95.9045,1.25
Mullvad,US,109.78375,1.0
Mullvad,US,108.38825,1.0
Mullvad,US,110.99025,1.25
Mullvad,US,111.52525,1.0
Mullvad,US,108.27325,1.0
Mullvad,US,107.73825,1.0
Mullvad,US,109.2695,1.25
Mullvad,US,167.146,1.0
Mullvad,US,147.4205,1.5
Mullvad,US,147.85575,1.0
Mullvad,US,152.94125,1.0
Mullvad,US,154.88625,1.0
Mullvad,US,152.89475,1.25
Mullvad,US,154.701,1.0
Mullvad,US,152.4405,1.5
Mullvad,US,159.389,1.25
Mullvad,US,155.511,2.0
Mullvad,US,150.21775,1.0
Mullvad,US,152.6075,1.25
Mullvad,US,154.9215,1.5
Mullvad,US,153.5905,1.0
Mullvad,US,153.3915,1.0
Mullvad,US,149.19525,1.0
Mullvad,US,148.85625,1.5
Mullvad,US,147.146,1.0
Mullvad,US,146.38175,1.0
Mullvad,US,150.09275,1.75
Mullvad,US,150.402,1.0
Mullvad,US,146.9105,1.0
Mullvad,US,149.2165,1.0
Mullvad,US,139.981,1.25
Mullvad,US,138.52275,1.25
Mullvad,US,140.114,1.0
Mullvad,US,139.55125,1.5
Mullvad,US,132.6075,1.0
Mullvad,US,132.39575,1.0
Mullvad,US,132.9745,1.0
Mullvad,US,131.60675,1.0
Mullvad,US,132.88975,1.25
Mullvad,US,133.87525,1.25
Mullvad,US,133.42875,1.0
Mullvad,US,130.78475,1.25
Mullvad,US,127.66425,1.25
Mullvad,US,84.312,1.25
Mullvad,US,87.98725,1.25
Mullvad,US,93.259,1.0
Mullvad,US,102.51,1.25
Mullvad,ZA,202.61225,1.75
Mullvad,ZA,216.9225,1.5
